,Car,Make,Model,Year,Price,Milage,MPG,Expected Car Life (Yr),Gas Cost Per Year,Loan,Cost Per Mile,Cost Per Year,Views Count,Favorite Count,Favorite to Views Ratio,Link,Description
661,2015 Volkswagen Golf GTI S        ,Volkswagen,Golf,2015,15500.0,62683,36.0,3.0789847327026467,534.7222222222223,11500.0,0.12848802221633246,5730.32713000596,67.0,1.0,0.014925373134328358,https://cars.ksl.com/listing/6145139?ad_cid=19,       The time has come to sell my love  Life happened and I am no longer able to afford the payments  I do have a loan that I need to get rid of  Therefore the price is a bit firm  This thing has never once let me down or given me any issues  I have babied it from the start  I purchased the car at 38k miles 2 1 2 years ago I am the second owner  since then I have always changed the oil every 5k miles only using full synthetic oil  I am also getting a full inspection tomorrow  I have always put either shell 91 Vpower or chevron 91 octane nothing else has gone in the tank  Pros Rare hard to find 2 door manual Full after market viper alarm system Better looking wheels than stock Weather tech window visors Sport lowering springs ride a little bit lower than stock Aftermarket intake that sounds nice Fresh detail Fresh oil change Recent 4 wheel alignment Cons Needs some exhaust work  it s a bit loud  License plate light is staring to go out  Few scratches here and there  nothing crazy  If you have any questions feel free to let me know  Text will always be best   Miles will go up slowly since it is my daily driver Thank you for reading      
1189,2017 Ford F-150 XL        ,Ford,F-150,2017,27450.0,42500,17.0,4.541176470588235,1132.3529411764705,23450.0,0.21337172126532053,7400.295125490877,115.0,9.0,0.0782608695652174,https://cars.ksl.com/listing/6139978?ad_cid=9,       Price drop to sell fast  Low miles one owner  added tinted windows  bed liner  wheel covers  leveling kit  Great truck and maintained  Brand new tires  Four Wheel Drive Power Steering ABS 4 Wheel Disc Brakes Brake Assist Aluminum Wheels Tires   Front All Terrain Tires   Rear All Terrain Conventional Spare Tire Tow Hooks Power Mirror s  Intermittent Wipers Variable Speed Intermittent Wipers Privacy Glass Daytime Running Lights Automatic Headlights Fog Lamps AM FM Stereo CD Player Steering Wheel Audio Controls Bluetooth Connection Auxiliary Audio Input Smart Device Integration Cloth Seats Split Bench Seat Driver Adjustable Lumbar Passenger Adjustable Lumbar Pass Through Rear Seat Rear Bench Seat Adjustable Steering Whee Cruise Control A C Driver Vanity Mirror Passenger Vanity Mirror Floor Mats Custom fit  Engine Immobilizer Security System Stability Control Front Side Air Bag Tire Pressure Monitor Driver Air Bag Passenger Air Bag Passenger Air Bag Sensor Driver Restriction Features Front Head Air Bag Rear Head Air Bag Child Safety Locks 6 Cylinder Engine Power Door Locks Traction Control Power Windows A T MP3 Player Transmission w Dual Shift Mode Flex Fuel Capability    
2676,2004 Hyundai Elantra        ,Hyundai,Elantra,2004,1500.0,154525,26.0,1.2489888367578061,740.3846153846154,0.0,0.05332011257883686,1941.356117975289,101.0,9.0,0.0891089108910891,https://cars.ksl.com/listing/6121501?ad_cid=4,       Great little commuter car we ve had for the past couple of years  Good high school car or for someone who is looking for a cheaper option     
2662,2014 Ford F-150 XLT        ,Ford,F-150,2014,15000.0,133000,17.0,1.4511278195488722,1132.3529411764705,11000.0,0.25550388305912675,11796.865813159991,86.0,1.0,0.011627906976744186,https://cars.ksl.com/listing/6121702?ad_cid=6,       Ford F150 Super Cab with an 8 foot bed   Tow package included  15 000 OBO    
2118,2010 Chevrolet Camaro LS        ,Chevrolet,Camaro,2010,8000.0,132000,21.0,1.4621212121212122,916.6666666666666,4000.0,0.1399001882318782,6506.446059944759,316.0,11.0,0.03481012658227848,https://cars.ksl.com/listing/6130149?ad_cid=6,       2010 Camaro  V6  auto  132 000 miles  Cyber Gray in color  black cloth interior  Aftermarket Z28 Rims new  excellent tires  BMR drop springs 1 2 inch drop  runs excellent  looks great   8000    
3214,2005 Subaru Legacy 2.5i Limited        ,Subaru,Legacy,2005,3995.0,149000,23.0,1.2953020134228188,836.9565217391304,0.0,0.09959042093639323,3921.1793196665913,953.0,52.0,0.05456453305351522,https://cars.ksl.com/listing/5996953?ad_cid=24,       2005 Subaru Outback XT LIMITED Turbo    ALL WHEEL DRIVE  Leather loaded full package  Turbo  Heated seats  Sunroof Miles  149k  Newer tires  Runs drives no problems  Book is 6k plus I m giving this car away for a great price  Call or text 424 610 7210    
2839,2016 Ford F-150 Platinum        ,Ford,F-150,2016,37500.0,80000,22.0,2.4125,875.0,33500.0,0.3421605692430478,17019.38582763346,234.0,9.0,0.038461538461538464,https://cars.ksl.com/listing/6117920?ad_cid=23,       2016 Platinum f150 with the 3 5 eco boost with a brew city boost tune on it  Sitting on a 3 5  lift with 24x14 fuel wheels wrapped with 35x12 50 comforcers  Truck has a cold air intake on it and a water meth kit  Catless downs for exhaust  The red seats are just seat covers  it still has the stock black platinum leather underneath them  Has a tanneau civet on it and a bed liner  This truck turns heads every where I go  I ve loved having it but I m just wanting to get something a little cheaper  I can have stock wheels put on it if you d rather     
103,2000 Chevrolet S-10        ,Chevrolet,S-10,2000,2500.0,77000,22.0,2.5064935064935066,875.0,0.0,0.038155949741315594,1872.4093264248704,141.0,2.0,0.014184397163120567,https://cars.ksl.com/listing/6150633?ad_cid=22,       2000 chevrolet s 10 runs great good on gas low miles 77 000 currently still using to drive to work passes safety and emissions tires good shape just had oil changed not perfect has some dents and radio works only sometimes  but great commuter has branded title because it was rear ended years ago got the rear axle replaced and a roll pan installed in place of a bumper NO LOW BALLERS have title in hand    
391,2017 Ford F-150 XLT        ,Ford,F-150,2017,26880.0,56001,17.0,3.4463670291601938,1132.3529411764705,22880.0,0.22063828337436792,9218.893953778246,141.0,6.0,0.0425531914893617,https://cars.ksl.com/listing/6105759?ad_cid=4,       super Clean 2017 F 150 4x4 Truck  Runs great  Sync 3 display with Black up camera  Bench front seat for 6 ppl  Powerful Eco Boost motor  great MPGs 21 hwy 18 city just did oil change and air filter  brakes are good  Led box lights  tail gate step  running boards 4x4  power options  tow package  Great truck call or text Dave  435  862 3202 thx  27 900    
392,2012 Jeep Wrangler Sahara        ,Jeep,Wrangler,2012,23750.0,94000,18.0,2.0531914893617023,1069.4444444444446,19750.0,0.2528268009693755,13052.674843828276,59.0,1.0,0.01694915254237288,https://cars.ksl.com/listing/6148475?ad_cid=6,       2012 Jeep Wrangler Sahara  94k miles  33  tires w 17  rims and alignment  06 19   transmission and differential flush  06 19   oil changes every 5k miles  new teraflex track bar  spare tire license plate Mount  2  lift  heated leather seats  touch screen Bluetooth radio  full WeatherTech mats  headlights replaced  10 18   hard top bags  door removal tool  new rock rails  new short antenna  trailer hitch ball  remote start  Incredible smooth ride  Kept in immaculate condition  Asking  23 750  Please contact Danielle or Bill   480 258 2147  Located in Cedar Hills Utah     
304,2010 Mazda Mazda3        ,Mazda,Mazda3,2010,11500.0,115000,28.0,1.6782608695652175,687.5,7500.0,0.15268302957714378,7733.039451381246,88.0,2.0,0.022727272727272728,https://cars.ksl.com/listing/6149078?ad_cid=15,       2010 Mazda speed three  This car is a gen two mazda speed tech package  Very fun car and very reliable  Things done do the car  I replaced and warrantyed the cars clutch with an upgraded clutch from mazda the car also has new rotors and brakes done in the last 300 miles  I ve also put in a k n intake  Also has a full cobb exaust  And is fully ready for a cob accessport just needs a new screen     
1587,2006 Volvo S40 2.5T        ,Volvo,S40,2006,3900.0,150500,23.0,1.282392026578073,836.9565217391304,0.0,0.10047083575900563,3878.1482315836906,214.0,8.0,0.037383177570093455,https://cars.ksl.com/listing/6105570?ad_cid=10,       Selling my Volvo S40  I just graduated college and it s time to upgrade   Just had all the fluids changed a few weeks ago  fresh oil  transmission fluid  etc  Tires are in good shape  I ve never had a problem driving in the winter with it  Car is clean inside and out   Features   Leather seats Power driver seat Sunroof Cruise control Call text me if you re interested  I ll get back to you as quick as I can  Thanks     
536,2006 Honda Civic LX        ,Honda,Civic,2006,4000.0,160000,29.0,1.20625,663.7931034482758,0.0,0.12001751077586206,3979.855279614079,135.0,8.0,0.05925925925925926,https://cars.ksl.com/listing/6082440?ad_cid=10,       Honda Civic LX that runs super smooth and strong  Car has new tires  New battery  Emissions just passed with certificate on hand and no mechanical issues     
1188,2011 Mazda Mazdaspeed3        ,Mazda,Mazdaspeed3,2011,7000.0,132391,21.0,1.457803022864092,916.6666666666666,3000.0,0.12522032131991112,5807.383145279115,660.0,26.0,0.03939393939393939,https://cars.ksl.com/listing/6113013?ad_cid=8,       NO TRADES  I m selling due to no longer needing it  it s been a great car runs really smooth  It has had no mechanical issues  If you want to know more or want to come look at please text me     
2973,2010 Honda Accord        ,Honda,Accord,2010,4299.0,131000,25.0,1.4732824427480915,770.0,299.0,0.0789326720841997,3696.74830553928,311.0,14.0,0.04501607717041801,https://cars.ksl.com/listing/6115176?ad_cid=17,       This car was in an accident  damage was in drivers side doors  we replaced both doors  no air bags were deployed  have car fax on car to show history of very well serviced at dealership  Car is a very good runner  ready for sale heater blows hot  A C blows cold  great gas mileage  makes for a perfect second car  Honda are well know for great drive train and motors  come take a look     
1842,2008 Mercury Mountaineer Convenience        ,Mercury,Mountaineer,2008,4999.0,126500,16.0,1.5256916996047432,1203.125,999.0,0.0935753516711421,4507.980445597727,93.0,1.0,0.010752688172043012,https://cars.ksl.com/listing/6132923?ad_cid=15,       Excellent suv  runs well no problems  always maintained     
1509,2014 Subaru Outback 3.6R Prem HK Audio/Pwr Moon        ,Subaru,Outback,2014,19500.0,75000,26.0,2.5733333333333333,740.3846153846154,15500.0,0.17660303696373936,8578.515396554696,61.0,1.0,0.01639344262295082,https://cars.ksl.com/listing/6137460?ad_cid=7,       Do you like to stand out from the crowd at REI   Need a reliable mode of transportation to yoga class or up the canyons to get some turns in   This is the Subaru for you   Very rare 3 6l 6 cylinder engine with tons of power to pass those other AWD vehicles on your way up the canyon so you get first tracks   Also gets great mileage so you re spending more money on adventure and not gas   This is the fully loaded Limited model with premium leather seats  Harmon Kardon sound system so you can bump your favorite jam band  heated seats  and upgraded black wheels so you can pick this out from any other white Subaru like a bunch of organic kale at the farmer s market    Comes from a pet and smoke free owner so your pup won t get confused and can make it their own  It has been immaculately maintained with full synthetic oil at every change  Tires are 3 months old Continental all weather and are amazing in the snow  Don t hesitate on this one  it s the perfect Utah car     
1467,1995 Nissan Maxima GXE        ,Nissan,Maxima,1995,2000.0,98670,21.0,1.9560149994932603,916.6666666666666,0.0,0.03743228806410232,1939.153713298791,30.0,2.0,0.06666666666666667,https://cars.ksl.com/listing/6150909?ad_cid=1,       1995 Nissan Maxima   2 000 firm  Great car  Yes mileage is accurate  Only issue is E break light does not turn off  Other than that have had no issues     
2045,2008 Mazda Mazda3 Sport        ,Mazda,Mazda3,2008,5250.0,129000,25.0,1.496124031007752,770.0,1250.0,0.09093039011616655,4315.188824217458,415.0,24.0,0.05783132530120482,https://cars.ksl.com/listing/6075050?ad_cid=5,       2008 Mazda Speed3    5 250   must sell  This is a fun car to drive  fast   Call Text and come take it for a ride  Very good condition  Selling because I need a truck  Must sell    Turbo   Manual transmission   Tires have good tread on them   Windshield has a crack  not leaking  and rear sway bar bushings can be replaced    Brand new battery  60 month warranty  installed Nov 25th   Changed the oil at the end of Oct    Replaced the spark plugs  less than 100 miles ago    Replaced the front and rear sway bar end links last Spring   Replaced rear shocks Fall of 2019   Polished exterior paint recently   It does pass inspection   AM FM with CD player   A C    
3513,2013 Volvo XC90        ,Volvo,XC90,2013,11000.0,109000,19.0,1.7706422018348624,1013.1578947368421,7000.0,0.14391842213214953,7396.512068024825,190.0,4.0,0.021052631578947368,https://cars.ksl.com/listing/6101105?ad_cid=19, 
3030,2014 Buick Enclave        ,Buick,Enclave,2014,18000.0,108539,19.0,1.7781626880660408,1013.1578947368421,14000.0,0.2231205884749278,11476.358310442438,11.0,0.0,0.0,https://cars.ksl.com/listing/6113813?ad_cid=5,       Has heated seats and a TV two sunroofs as a fan under the driver and passenger seats holds 8 people has low miles the paint has no scratches in it the leather seats have no Rip s or tares  Has a automatic back hatch  my asking price is 18 000 if you have any questions call or text me at 435_592_0682    
1446,2015 Ford F-150 Lariat        ,Ford,F-150,2015,25999.0,107000,22.0,1.8037383177570094,875.0,21999.0,0.3067566711314682,15816.246810514196,206.0,3.0,0.014563106796116505,https://cars.ksl.com/listing/6137793?ad_cid=17,       Selling a 2015 Ford F150 Lariat for  25 999  It has a lifetime powertrain warranty and a 6in lift with 35in tires  Excellent condition  Flex Fuel V8 Engine and has no issues  It s been a great truck  Recently got a CARFAX Report  I can send the pictures of the papers  Text if interested to come take a look 801 646 0434    
1807,2016 Toyota 4Runner Trail Premium        ,Toyota,4Runner,2016,29900.0,50400,19.0,3.8293650793650795,1013.1578947368421,25900.0,0.23328546610543552,9113.653309639414,304.0,27.0,0.08881578947368421,https://cars.ksl.com/listing/6133260?ad_cid=2,       2016 Toyota 4Runner Trail Premium  same as the TRD Off Road edition which came out in 2017   Clean title  Clean Carfax  Immaculate condition  TRD predator package with metal side steps and 17  TRD Pro wheels  Brand new all terrain tires with nearly 100  tread  Interior is black leather with TRD pro red stitching  Heated seats  Backup camera  Sunroof  TRD off road capability with crawl control and locking rear differential  standard on these models   Dash has navigation and touch screen monitor  Also comes with the following upgrades I put on     Blacked out Toyota emblems   Tinted windows    Custom husky front and rear floor liners   Custom cargo area plastic rubber liner by Husky   This truck drives phenomenally in city or highway  haven t taken it off road yet but I m sure it s at home on all 4wd trails  I love driving it  but am selling for financial reasons     
400,2007 Mazda Mazda6        ,Mazda,Mazda6,2007,3000.0,136980,20.0,1.4089648123813696,962.5,0.0,0.06912295512404107,3091.722797927461,579.0,34.0,0.05872193436960276,https://cars.ksl.com/listing/6065811?ad_cid=20,       2007 Mazda 6 Clean title runs great 3000 Or best offer  title in hand    
3707,2013 Mitsubishi Lancer Evolution GSR        ,Mitsubishi,Lancer,2013,27799.0,42800,20.0,4.509345794392523,962.5,23799.0,0.21099341904699387,7355.427369405297,2762.0,59.0,0.021361332367849383,https://cars.ksl.com/listing/5923059?ad_cid=6,       2013 Evo GSR up for sale with low miles  Asking  28 495   I m open to all fair offers  I ve owned this car for just over 3 years now  runs perfect and drives great  I ve done basically nothing in terms of aftermarket parts modifications     K N drop in air filter  oem filter application     Cat back exhaust w  muffler delete  XXR Wheels  Flat Black     Cobb V3 Access Port  I ve NEVER had any of the Cobb tunes installed  I just like having it for gauges and monitoring things  Plus it looks kinda cool lol     Blue Shift Knob   Window Tint  Front   Rear     Steering Wheel Cover    Smoked side market lights   Sprayed rear taillights with red nightshade     Headlights have been painted black inside the housing   Stage 2 performance clutch  Aside from those minor esthetic things  this car is totally stock  The exterior is in pretty good shape  does have minor blemishes like small door dents   dings and normal wear and tear for a vehicle its age  The Brembo brake calipers have wear from the previous owners wheel selection  I have them for you to see if interested but basically they shouldn t have been on this car because they re wayy to big  So when he would accelerate   brake the flex from the suspension would cause the wheels to rub the calipers  The brakes function 100  properly and I ve never had any issues  Only selling this because I m about to get married  and would love to pull the equity out of this to help pay for the wedding   Text works great  but you can call me any time after 5 30pm also  No test drives without a pre approval that s in the ballpark of my asking price     
2929,2017 Honda Civic EX-T        ,Honda,Civic,2017,17000.0,45514,32.0,4.240453486839215,601.5625,13000.0,0.13019261695004083,4743.109831193069,114.0,0.0,0.0,https://cars.ksl.com/listing/6115736?ad_cid=7,       I am selling this car since I am going back to school beginning of 2020  This has been an excellent car that I bought brand new  It has always had it s maintenance completed on time and can provide proof to show for it  I plan on downgrading when I sell this vehicle  Please feel free to call or text me at 385 775 0053  Series Inquiries Only  Thank You     
147,2014 Dodge Journey SXT        ,Dodge,Journey,2014,5900.0,160000,19.0,1.20625,1013.1578947368421,1900.0,0.1801066461492884,5972.4483697173355,36.0,1.0,0.027777777777777776,https://cars.ksl.com/listing/6149981?ad_cid=4,       Good family car  AWD good engine and transmission     
57,2010 Audi Q5 Prestige        ,Audi,Q5,2010,12900.0,101000,20.0,1.9108910891089108,962.5,8900.0,0.15276780906257514,7914.638978324812,91.0,0.0,0.0,https://cars.ksl.com/listing/6150825?ad_cid=20,       VERY clean and beautiful Audi Q5 S Line Prestige with 3 2L V6 engine and clean title  Quattro all wheel drive and handles like tank in the snow  This car has been very well taken care of  2nd owner and kept in a garage when not driven  Only premium gasoline has been put into car  Services have been done and maintained at Strong Audi in SLC  where it was originally purchased   Newly purchased Goodyear all season tires on sought after 20  Audi Peeler wheels  Also included with purchase  are New Blizzak snow tires  only used for one winter   This Q5 has many desired and extra options  some but not nearly all include  After market tint  back up camera  both front and rear parking sensors power memory seats with seat heaters  that heat up very quickly   full length moon sunroof  genuine Audi roof rack  paddle shifters on steering wheel  bluetooth wireless capabilities  all black leather interior  in excellent condition   black interior headliner  all weather mats and includes genuine Audi carpet mats  This Q5 has been absolutely amazing and it is so fun to drive  it is zippy and handles extremely well  It is a head turner  Call or text Bo 801 979 9300  Serious buyers only please  Thank you   12 900 OBO    
716,2012 GMC Acadia SLT2        ,GMC,Acadia,2012,9950.0,100000,19.0,1.93,1013.1578947368421,5950.0,0.12162635582052136,6301.8837212705375,71.0,6.0,0.08450704225352113,https://cars.ksl.com/listing/6144838?ad_cid=24,       2012 GMC Acadia  Runs great  no issues  The AWD is great for my wife and is great for winter driving  Call or Text with questions  price 9950    
3256,1999 Ford Mustang Deluxe        ,Ford,Mustang,1999,6500.0,130000,18.0,1.4846153846153847,1069.4444444444446,2500.0,0.11708282948510552,5520.48574256197,860.0,11.0,0.012790697674418604,https://cars.ksl.com/listing/5611018?ad_cid=17,       This car is very clean new paint tires brakes wheels and struts  Well maintained and taken care of new sound system very sweet must sell due to health issues well worth the money    
1162,2014 Ford F-150 XLT        ,Ford,F-150,2014,16800.0,106000,17.0,1.820754716981132,1132.3529411764705,12800.0,0.2065439258436417,10663.231487596093,532.0,17.0,0.03195488721804511,https://cars.ksl.com/listing/6100855?ad_cid=13,       2014 Ford F 150 xlt  Bluetooth  Regular maintenance  Text for any questions     
2429,2013 Fiat 500 Pop        ,Fiat,500,2013,5500.0,46700,34.0,4.132762312633833,566.1764705882352,1500.0,0.05156375351071966,1912.697323296001,143.0,2.0,0.013986013986013986,https://cars.ksl.com/listing/6126298?ad_cid=2,       Leather seats  Sunroof   Snow tires  Well maintained   Single owner     
2596,2008 Saturn Outlook        ,Saturn,Outlook,2008,4800.0,148000,19.0,1.304054054054054,1013.1578947368421,800.0,0.11838076277743148,4720.509587228563,171.0,10.0,0.05847953216374269,https://cars.ksl.com/listing/6123406?ad_cid=1,       Luxurious XR trim package  1 000 below book One owner  clean title  clean Carfax  seats 7  4 heated captains chairs  remote start 3 6L engine gets great AWD gas mileage  DVD player  backup sensors  two sunroofs  tow package  roof rack  front  back left  right climate control  saved driver seat adjustment settings  All New Big Foot Tires 255 65 18  All Wheel Drive  Drives great  6 Speed Automatic 3 6L V6 VVT AWD    Awards   2008 KBB com Best 10 Family Vehicles The Outlook is one of GM s quadruplet mid size SUV s identical to GMC Acadia  Buick Enclave  and Chevrolet Traverse  A great sporty AWD alternative to a minivan such as Toyota Sienna  Honda Odyssey  Chrysler Town   Country  Dodge Grand Caravan etc  I have relationships with local banks and credit unions and I will help you get financing if you can t pay cash  no problem    Call or text Tyson 801 808 2527 Adventure  Auto  131B    
1093,2015 Toyota RAV4 Limited        ,Toyota,RAV4,2015,17800.0,70517,25.0,2.7369286838634657,770.0,13800.0,0.15835330439084785,7491.631416386229,77.0,3.0,0.03896103896103896,https://cars.ksl.com/listing/6141025?ad_cid=6,       2015 Rav4 Limited in great shape  We are the original owners and have kept it garaged since new  We have completed all maintenance recommended by Toyota  It has all the bells and whistles including blind spot monitor  heated leather seats  backup camera  automatic lift gate  keyless entry  keyless start  automatic headlights  leather steering wheel  dual climate control  etc  etc  We are asking  17 800 or best offer     
3040,2003 Jeep Liberty Renegade        ,Jeep,Liberty,2003,3550.0,153000,19.0,1.261437908496732,1013.1578947368421,0.0,0.10272416544071904,3827.406599400055,101.0,7.0,0.06930693069306931,https://cars.ksl.com/listing/6113655?ad_cid=20,       Fabulous 2003 Jeep Libertry for sale  Runs great and is still being used as a daily driver  I recently got married and we don t have room for two vehicles otherwise we wouldn t be selling  Front Seats have a little wear on them but everything else is in great shape  Call or text with any questions or to come take a test drive  Will throw in some candy canes if purchased in the next two weeks  Happy Holidays Text Preferred    
619,2012 Mini Cooper Countryman S ALL4        ,Mini,Cooper,2012,9999.0,118324,30.0,1.6311145667827323,641.6666666666667,5999.0,0.1384126444273511,6930.838198905115,36.0,1.0,0.027777777777777776,https://cars.ksl.com/listing/6146072?ad_cid=6,       2012 Mini Cooper Countryman All4 S  This is a very clean and well maintained vehicle   I own an auto repair shop that specializes in Bmw and Mini   This is the vehicle my wife commuted from Layton to Slc in everyday so I kept it in perfect condition for her   Full synthetic Euro Oil service done every 5k miles   Factory turbo was replaced 5k miles ago   Factory struts were replaced at 100k miles    100k service was performed   Absolutely no repairs or service  other than oil changes  due until 130k miles  Car still drives like it is brand new     
2244,2000 Ford F-150 Lariat        ,Ford,F-150,2000,4200.0,142350,16.0,1.3558131366350545,1203.125,200.0,0.10129851571749432,4307.274559684008,279.0,13.0,0.04659498207885305,https://cars.ksl.com/listing/6127954?ad_cid=21,       2000 Ford F 150 Lariat with 4x4 We are the second owner and have kept up with all the necessary maintenance  It runs great  The leather seats are worn a little so we have seat covers that will go with it  No accidents  tires are only a year old  Red Tailgate  Power drivers seat Power windows CD player Extended cab Seats 6 A C and heater working well    
1835,2015 Hyundai Sonata 2.4L Sport        ,Hyundai,Sonata,2015,12500.0,61435,29.0,3.1415317001709124,663.7931034482758,8500.0,0.10791191136698448,4759.720870476242,22.0,0.0,0.0,https://cars.ksl.com/listing/6132978?ad_cid=2,       Comes with a transferable warranty 1000 000 miles    
2175,2015 Ford Fusion SE        ,Ford,Fusion,2015,8000.0,117310,25.0,1.645213536782883,770.0,4000.0,0.1141582953841185,5737.704701707978,283.0,5.0,0.0176678445229682,https://cars.ksl.com/listing/6033808?ad_cid=14,       Great car  Metallic black  great fuel economy  excellent condition inside and out  Services have been kept up  Brand new tires  less than 500 miles on them  Everything is stock  We just don t drive it anymore  It s been parked in a family members garage for the last 3 months  Only because we moved and pull a trailer all the time so we drove our pickups  Nothing is wrong with the car  Price negotiable  Call or text me anytime     
269,2015 Ford F-150 XLT        ,Ford,F-150,2015,33999.0,44717,22.0,4.316031934163741,875.0,29999.0,0.251621216575944,9052.874948464176,66.0,2.0,0.030303030303030304,https://cars.ksl.com/listing/6149247?ad_cid=6,       CLEAN 2015 FORD F150 w  EXTRAS    SINGLE OWNER  LOW MILES VEHICLE MODEL FEATURES    3 5 L V6 ECOBOOST ENGINE   XLT CHROME APPEARANCE PACKAGE   MAX TRAILER TOW PACKAGE   REMOTE START   HEATED SEATS   UPGRADED TOUCH MEDIA CENTER   36 GALLON EXTENDED RANGE GAS TANK   BACKUP CAMERA   LED BED LIGHTING   POWER SEATS   110 V 400 W OUTLET   POWER SLIDING REAR WINDOW EXTRAS INCLUDE    6 INCH LIFT   SUSPENSION SYSTEM  INSTALLED JUNE 2018 by Four Wheel Parts  UT   3 YR 36 000 miles warranty    35  TIRES X 20  REMINGTON BUCKSHOT WHEELS  INSTALLED WITH LIFT    RAPTOR STYLE GRILL W FUNCTIONING MARKER LIGHTS   MICHELIN LASER MEASURED DRIVER   PASSENGER FLOOR MATS   AFTERMARKET TINT ON ALL WINDOWS  except windshield    Well cared for by single owner  tire rotations  multi point inspections    oil changes every 4 000 miles   Clean   Clear title in hand   More Pictures available upon request  please text for more details    
971,2014 Ford F-150 FX4        ,Ford,F-150,2014,25500.0,40000,17.0,4.825,1132.3529411764705,21500.0,0.19933205427732742,6609.974856864743,945.0,51.0,0.05396825396825397,https://cars.ksl.com/listing/6079120?ad_cid=2,       2014 Ford F 150 FX4 Supercrew with the 6 5ft box  Single  senior owner  Accident free  clean title  Features include the famous 3 5L V6 Ecoboost engine  heated and cooled leather seating  factory remote start  new tires  touchscreen entertainment with navigation and upgraded Sony sound system  max tow package  backup camera  reverse parking sensors  etc  Feel free to contact me with any questions or to set up a time to see it     
1647,2007 Subaru Impreza WRX        ,Subaru,Impreza,2007,8200.0,122000,21.0,1.5819672131147542,916.6666666666666,4200.0,0.1260476716039909,6214.8686164952205,1403.0,35.0,0.024946543121881683,https://cars.ksl.com/listing/5970438?ad_cid=7,       Clean title  unmodified 5MT drivetrain showing typical wear for 120k miles  Drives just like it did in 2007  Well used and well maintained   original engine  no codes  no tune  no clutch or transmission issues  Has axle back STI exhaust  EBC redstuff pads  and Pilot Super Sports but otherwise stock  Includes all weather floor and trunk mats  Bad things  Airbag light comes on about 4 out of 5 drives Sizeable hole punched in rear bumper by a low speed collision in stop and go traffic Medium dent in rear fender  plenty of less noticeable ones throughout Paint is in just okay condition   front end has plenty of tiny rock chips and some surface rust around fenders and windshield Rotors are kinda warped and shake when braking from highway speeds  Only 2500 miles on them but I drove with mud packed wheels and I think that messed them up  Front left door card has a tear in it near the window Rear right window sometimes doesn t work  then some days it works fine In cold temperatures  single digits F  power steering is stiff for the first minute or two after startup depending on engine speed Has all the Subaru creaks and rattles you know and love With the exception of the things above everything on this car works  I ve owned since 83k  It is an almost daily driver and has seen plenty of canyon  snow  and dirt roads year round  Not babied  but kept in excellent mechanical condition  Which is to say it s healthy   spends plenty of time in boost and has never had a drivetrain problem so exit slippery parking lots sideways with confidence  Recent repairs include  Timing belt   tensioner  105k  Water pump   thermostat  105k  New windshield  110k  Takata airbag recall  113k  New radiator  116k  Front pads   rotors  119k  Boost pressure control valve leak  121k     
1002,2001 Honda Civic GX        ,Honda,Civic,2001,1800.0,111761,29.0,1.726899365610544,663.7931034482758,0.0,0.03339004169631888,1706.1236733964622,360.0,13.0,0.03611111111111111,https://cars.ksl.com/listing/6142692?ad_cid=22,       This is a great economical ride  It fills up for about  9 and goes for 250 miles  very cheap and clean way to get around   We have had some problems with the coil packs and spark plugs  I have replaced them recently but it is still running like there is a misfire  I prefer to sell to someone who knows cars and can get it running better  This car should be able to get another 100k miles  I don t have time to work on this car  we were planning on keeping it for our kids but I recently bought another for work and need to sell this one  Please text me if you are interested  Cash only  I work during the day so prefer to show the car at night or saturdays  busy on sundays     
2405,1992 Volkswagen Cabriolet        ,Volkswagen,Cabriolet,1992,3500.0,123000,25.0,1.5691056910569106,770.0,0.0,0.06114560236511456,3000.5699481865286,1905.0,74.0,0.03884514435695538,https://cars.ksl.com/listing/5959205?ad_cid=5,       1992 VW CABRIOLET KARMANN EDITION   3 500 OBO  NEWER TIRES  EXTRA TOP  4 EXTRA SHOCKS  REALLY CLEAN INSIDE AND OUTSIDE  CALL OR TXT 801 494 4985 TXT IS PREFERRED  WORK NITES SO ANSWERS TO EITHER MIGHT TAKE ME AWHILE    
338,2009 BMW X6 xDrive 50i        ,BMW,X6,2009,19250.0,70271,15.0,2.7465099400890836,1283.3333333333335,15250.0,0.18063811890775613,8532.283894455597,1557.0,32.0,0.020552344251766216,https://cars.ksl.com/listing/5992960?ad_cid=24,       Low mileage X6 with expensive Hamann body kit    10k Has Dinan High Performance Air to Water Intercoolers    3 000 Brembo GT 6 Piston Front Big Brake Kit  405x34mm     4600 Rear Brembo GT 4 Piston Big Brake Kit  380x28mm     3800 Dinan Stage 4 ECU    900  over 500 hp and over 550 ft lb torque Hamann exhaust    5500 Vorsteiner carbon fiber hood Hamann black pedals New floor mats 22  wheels New spark plugs  ignition coils  front rear control arms  and fresh liqui moly oil change at 69 813 New front lower forward control arms  front axle assemblies  front wheel bearings and alignment done at 69 895 X6 is in good condition for 11 year old car  paint has some nicks here and there that would be typical for a car this age   No rips or tears on the interior  Clean title in hand  Serious injuries only and no I don t need any help selling my car  Let me know if you have any questions or need additional pictures   Clean carfax  no accidents  If the ad is up  it s still for sale     
